State FIPS,County FIPS,County,State Abbr,State,ReEDS BA,Cambium GEA
12,11,Broward,FL,Florida,p102,FRCC
28,55,Issaquena,MS,Mississippi,p87,MISO_South
31,51,Dixon,NE,Nebraska,p40,SPP_North
28,103,Noxubee,MS,Mississippi,p88,SERTP
41,51,Multnomah,OR,Oregon,p5,NorthernGrid_West
6,65,Riverside,CA,California,p10,CAISO
51,69,Frederick,VA,Virginia,p100,PJM_East
5,99,Nevada,AR,Arkansas,p85,MISO_South
48,317,Martin,TX,Texas,p62,ERCOT
39,17,Butler,OH,Ohio,p114,PJM_East
49,19,Grand,UT,Utah,p25,NorthernGrid_South
30,71,Phillips,MT,Montana,p18,NorthernGrid_East
47,63,Hamblen,TN,Tennessee,p92,SERTP
16,33,Clark,ID,Idaho,p16,NorthernGrid_East
55,117,Sheboygan,WI,Wisconsin,p79,MISO_North
54,51,Marshall,WV,West Virginia,p116,PJM_East
37,101,Johnston,NC,North Carolina,p98,SERTP
22,27,Claiborne,LA,Louisiana,p86,MISO_South
17,7,Boone,IL,Illinois,p80,PJM_West
40,83,Logan,OK,Oklahoma,p50,SPP_South
47,39,Decatur,TN,Tennessee,p92,SERTP
19,105,Jones,IA,Iowa,p70,MISO_North
53,21,Franklin,WA,Washington,p3,NorthernGrid_West
46,83,Lincoln,SD,South Dakota,p38,SPP_North
39,13,Belmont,OH,Ohio,p112,PJM_East
51,690,Martinsville,VA,Virginia,p118,PJM_East
27,77,Lake of the Woods,MN,Minnesota,p42,MISO_North
22,67,Morehouse,LA,Louisiana,p86,MISO_South
28,119,Quitman,MS,Mississippi,p87,MISO_South
47,51,Franklin,TN,Tennessee,p92,SERTP
31,63,Frontier,NE,Nebraska,p40,SPP_North
48,163,Frio,TX,Texas,p65,ERCOT
21,171,Monroe,KY,Kentucky,p93,SERTP
54,39,Kanawha,WV,West Virginia,p117,PJM_East
37,85,Harnett,NC,North Carolina,p98,SERTP
41,63,Wallowa,OR,Oregon,p5,NorthernGrid_West
16,47,Gooding,ID,Idaho,p15,NorthernGrid_East
55,25,Dane,WI,Wisconsin,p78,MISO_North
49,1,Beaver,UT,Utah,p25,NorthernGrid_South
37,91,Hertford,NC,North Carolina,p98,SERTP
22,73,Ouachita,LA,Louisiana,p86,MISO_South
51,139,Page,VA,Virginia,p100,PJM_East
55,35,Eau Claire,WI,Wisconsin,p46,MISO_North
41,39,Lane,OR,Oregon,p5,NorthernGrid_West
26,155,Shiawassee,MI,Michigan,p103,MISO_Central
54,63,Monroe,WV,West Virginia,p116,PJM_East
21,163,Meade,KY,Kentucky,p109,PJM_East
31,39,Cuming,NE,Nebraska,p40,SPP_North
48,171,Gillespie,TX,Texas,p64,ERCOT
39,159,Union,OH,Ohio,p112,PJM_East
12,69,Lake,FL,Florida,p101,FRCC
19,93,Ida,IA,Iowa,p45,MISO_North
17,193,White,IL,Illinois,p81,MISO_Central
48,71,Chambers,TX,Texas,p66,MISO_South
48,217,Hill,TX,Texas,p63,ERCOT
51,11,Appomattox,VA,Virginia,p99,PJM_East
17,5,Bond,IL,Illinois,p81,MISO_Central
54,95,Tyler,WV,West Virginia,p116,PJM_East
37,87,Haywood,NC,North Carolina,p97,SERTP
20,135,Ness,KS,Kansas,p53,SPP_South
34,13,Essex,NJ,New Jersey,p126,PJM_East
36,109,Tompkins,NY,New York,p127,NYISO
36,31,Essex,NY,New York,p127,NYISO
21,71,Floyd,KY,Kentucky,p110,PJM_East
5,147,Woodruff,AR,Arkansas,p85,MISO_South
21,217,Taylor,KY,Kentucky,p109,PJM_East
18,77,Jefferson,IN,Indiana,p107,MISO_Central
46,45,Edmunds,SD,South Dakota,p38,SPP_North
50,19,Orleans,VT,Vermont,p129,ISONE
31,95,Jefferson,NE,Nebraska,p40,SPP_North
35,17,Grant,NM,New Mexico,p31,WestConnect_South
51,540,Charlottesville,VA,Virginia,p99,PJM_East
48,339,Montgomery,TX,Texas,p66,MISO_South
56,33,Sheridan,WY,Wyoming,p22,NorthernGrid_East
13,299,Ware,GA,Georgia,p94,SERTP
50,1,Addison,VT,Vermont,p129,ISONE
20,43,Doniphan,KS,Kansas,p53,SPP_South
20,57,Ford,KS,Kansas,p53,SPP_South
48,121,Denton,TX,Texas,p63,ERCOT
29,155,Pemiscot,MO,Missouri,p84,MISO_Central
40,45,Ellis,OK,Oklahoma,p50,SPP_South
16,59,Lemhi,ID,Idaho,p15,NorthernGrid_East
48,343,Morris,TX,Texas,p57,SPP_South
11,1,District of Columbia,DC,District of Columbia,p123,PJM_East
37,113,Macon,NC,North Carolina,p97,SERTP
35,13,Doña Ana,NM,New Mexico,p31,WestConnect_South
20,75,Hamilton,KS,Kansas,p52,SPP_South
13,237,Putnam,GA,Georgia,p94,SERTP
6,99,Stanislaus,CA,California,p9,CAISO
21,121,Knox,KY,Kentucky,p109,PJM_East
34,17,Hudson,NJ,New Jersey,p126,PJM_East
51,199,York,VA,Virginia,p99,PJM_East
47,95,Lake,TN,Tennessee,p92,SERTP
13,285,Troup,GA,Georgia,p94,SERTP
5,65,Izard,AR,Arkansas,p85,MISO_South
45,23,Chester,SC,South Carolina,p95,SERTP
19,25,Calhoun,IA,Iowa,p45,MISO_North
42,27,Centre,PA,Pennsylvania,p119,PJM_East
48,63,Camp,TX,Texas,p57,SPP_South
26,109,Menominee,MI,Michigan,p74,MISO_North
29,165,Platte,MO,Missouri,p54,SPP_South
31,163,Sherman,NE,Nebraska,p40,SPP_North
21,39,Carlisle,KY,Kentucky,p93,SERTP
48,303,Lubbock,TX,Texas,p48,SPP_South
48,383,Reagan,TX,Texas,p62,ERCOT
26,31,Cheboygan,MI,Michigan,p103,MISO_Central
48,367,Parker,TX,Texas,p63,ERCOT
51,57,Essex,VA,Virginia,p99,PJM_East
51,43,Clarke,VA,Virginia,p100,PJM_East
19,35,Cherokee,IA,Iowa,p45,MISO_North
17,173,Shelby,IL,Illinois,p83,MISO_Central
28,149,Warren,MS,Mississippi,p87,MISO_South
29,215,Texas,MO,Missouri,p84,MISO_Central
17,195,Whiteside,IL,Illinois,p80,PJM_West
53,59,Skamania,WA,Washington,p2,NorthernGrid_West
48,357,Ochiltree,TX,Texas,p48,SPP_South
8,49,Grand,CO,Colorado,p33,WestConnect_North
21,63,Elliott,KY,Kentucky,p109,PJM_East
31,171,Thomas,NE,Nebraska,p40,SPP_North
5,13,Calhoun,AR,Arkansas,p85,MISO_South
18,183,Whitley,IN,Indiana,p105,MISO_Central
48,39,Brazoria,TX,Texas,p67,ERCOT
4,15,Mohave,AZ,Arizona,p27,WestConnect_South
20,199,Wallace,KS,Kansas,p52,SPP_South
56,21,Laramie,WY,Wyoming,p24,WestConnect_North
51,75,Goochland,VA,Virginia,p99,PJM_East
46,123,Tripp,SD,South Dakota,p38,SPP_North
23,17,Oxford,ME,Maine,p134,ISONE
1,53,Escambia,AL,Alabama,p90,SERTP
51,135,Nottoway,VA,Virginia,p99,PJM_East
8,23,Costilla,CO,Colorado,p34,WestConnect_North
47,163,Sullivan,TN,Tennessee,p92,SERTP
8,111,San Juan,CO,Colorado,p34,WestConnect_North
20,11,Bourbon,KS,Kansas,p53,SPP_South
42,73,Lawrence,PA,Pennsylvania,p122,PJM_East
24,27,Howard,MD,Maryland,p123,PJM_East
48,51,Burleson,TX,Texas,p64,ERCOT
28,153,Wayne,MS,Mississippi,p87,MISO_South
45,49,Hampton,SC,South Carolina,p96,SERTP
33,15,Rockingham,NH,New Hampshire,p130,ISONE
40,123,Pontotoc,OK,Oklahoma,p50,SPP_South
55,105,Rock,WI,Wisconsin,p78,MISO_North
25,5,Bristol,MA,Massachusetts,p131,ISONE
23,13,Knox,ME,Maine,p134,ISONE
39,99,Mahoning,OH,Ohio,p111,PJM_East
42,67,Juniata,PA,Pennsylvania,p122,PJM_East
47,171,Unicoi,TN,Tennessee,p92,SERTP
19,179,Wapello,IA,Iowa,p70,MISO_North
30,95,Stillwater,MT,Montana,p18,NorthernGrid_East
5,17,Chicot,AR,Arkansas,p85,MISO_South
13,231,Pike,GA,Georgia,p94,SERTP
21,51,Clay,KY,Kentucky,p109,PJM_East
19,117,Lucas,IA,Iowa,p70,MISO_North
39,175,Wyandot,OH,Ohio,p112,PJM_East
18,127,Porter,IN,Indiana,p105,MISO_Central
1,3,Baldwin,AL,Alabama,p90,SERTP
29,221,Washington,MO,Missouri,p73,MISO_Central
17,41,Douglas,IL,Illinois,p83,MISO_Central
38,45,LaMoure,ND,North Dakota,p37,MISO_North
48,289,Leon,TX,Texas,p63,ERCOT
12,43,Glades,FL,Florida,p101,FRCC
12,57,Hillsborough,FL,Florida,p101,FRCC
48,351,Newton,TX,Texas,p66,MISO_South
37,133,Onslow,NC,North Carolina,p98,SERTP
38,83,Sheridan,ND,North Dakota,p37,MISO_North
6,17,El Dorado,CA,California,p9,CAISO
27,127,Redwood,MN,Minnesota,p44,MISO_North
31,121,Merrick,NE,Nebraska,p40,SPP_North
13,273,Terrell,GA,Georgia,p94,SERTP
37,19,Brunswick,NC,North Carolina,p98,SERTP
28,131,Stone,MS,Mississippi,p87,MISO_South
17,81,Jefferson,IL,Illinois,p81,MISO_Central
39,65,Hardin,OH,Ohio,p112,PJM_East
47,71,Hardin,TN,Tennessee,p92,SERTP
28,157,Wilkinson,MS,Mississippi,p87,MISO_South
30,63,Missoula,MT,Montana,p17,NorthernGrid_East
26,165,Wexford,MI,Michigan,p103,MISO_Central
29,109,Lawrence,MO,Missouri,p55,SPP_South
53,47,Okanogan,WA,Washington,p3,NorthernGrid_West
48,477,Washington,TX,Texas,p64,ERCOT
20,139,Osage,KS,Kansas,p53,SPP_South
29,31,Cape Girardeau,MO,Missouri,p72,MISO_Central
32,13,Humboldt,NV,Nevada,p12,NorthernGrid_South
8,9,Baca,CO,Colorado,p34,WestConnect_North
8,61,Kiowa,CO,Colorado,p34,WestConnect_North
12,75,Levy,FL,Florida,p101,FRCC
30,39,Granite,MT,Montana,p17,NorthernGrid_East
47,121,Meigs,TN,Tennessee,p92,SERTP
30,51,Liberty,MT,Montana,p18,NorthernGrid_East
8,125,Yuma,CO,Colorado,p33,WestConnect_North
39,147,Seneca,OH,Ohio,p112,PJM_East
48,261,Kenedy,TX,Texas,p65,ERCOT
37,177,Tyrrell,NC,North Carolina,p98,SERTP
21,95,Harlan,KY,Kentucky,p109,PJM_East
31,71,Garfield,NE,Nebraska,p40,SPP_North
20,69,Gray,KS,Kansas,p53,SPP_South
41,71,Yamhill,OR,Oregon,p5,NorthernGrid_West
6,13,Contra Costa,CA,California,p9,CAISO
53,33,King,WA,Washington,p1,NorthernGrid_West
55,93,Pierce,WI,Wisconsin,p46,MISO_North
25,7,Dukes,MA,Massachusetts,p131,ISONE
48,95,Concho,TX,Texas,p61,ERCOT
37,1,Alamance,NC,North Carolina,p98,SERTP
54,71,Pendleton,WV,West Virginia,p116,PJM_East
45,9,Bamberg,SC,South Carolina,p96,SERTP
32,17,Lincoln,NV,Nevada,p12,NorthernGrid_South
16,21,Boundary,ID,Idaho,p14,NorthernGrid_East
45,61,Lee,SC,South Carolina,p96,SERTP
17,129,Menard,IL,Illinois,p81,MISO_Central
22,99,St. Martin,LA,Louisiana,p58,MISO_South
33,7,Coos,NH,New Hampshire,p130,ISONE
42,13,Blair,PA,Pennsylvania,p122,PJM_East
24,17,Charles,MD,Maryland,p123,PJM_East
37,45,Cleveland,NC,North Carolina,p97,SERTP
17,97,Lake,IL,Illinois,p80,PJM_West
26,153,Schoolcraft,MI,Michigan,p103,MISO_Central
9,11,New London,CT,Connecticut,p132,ISONE
45,77,Pickens,SC,South Carolina,p95,SERTP
1,71,Jackson,AL,Alabama,p89,SERTP
40,113,Osage,OK,Oklahoma,p51,SPP_South
31,137,Phelps,NE,Nebraska,p40,SPP_North
19,47,Crawford,IA,Iowa,p45,MISO_North
5,27,Columbia,AR,Arkansas,p85,MISO_South
46,87,McCook,SD,South Dakota,p38,SPP_North
46,113,Shannon,SD,South Dakota,p38,SPP_North
17,107,Logan,IL,Illinois,p82,MISO_Central
28,109,Pearl River,MS,Mississippi,p87,MISO_South
5,67,Jackson,AR,Arkansas,p85,MISO_South
28,31,Covington,MS,Mississippi,p87,MISO_South
17,161,Rock Island,IL,Illinois,p81,MISO_Central
48,143,Erath,TX,Texas,p63,ERCOT
19,33,Cerro Gordo,IA,Iowa,p45,MISO_North
26,149,St. Joseph,MI,Michigan,p104,PJM_West
17,79,Jasper,IL,Illinois,p83,MISO_Central
8,77,Mesa,CO,Colorado,p33,WestConnect_North
42,17,Bucks,PA,Pennsylvania,p122,PJM_East
40,87,McClain,OK,Oklahoma,p50,SPP_South
24,13,Carroll,MD,Maryland,p123,PJM_East
47,137,Pickett,TN,Tennessee,p92,SERTP
51,595,Emporia,VA,Virginia,p99,PJM_East
21,143,Lyon,KY,Kentucky,p93,SERTP
23,27,Waldo,ME,Maine,p134,ISONE
4,7,Gila,AZ,Arizona,p28,WestConnect_South
51,830,Williamsburg,VA,Virginia,p99,PJM_East
29,131,Miller,MO,Missouri,p72,MISO_Central
29,157,Perry,MO,Missouri,p72,MISO_Central
5,73,Lafayette,AR,Arkansas,p85,MISO_South
1,121,Talladega,AL,Alabama,p90,SERTP
6,73,San Diego,CA,California,p11,CAISO
46,101,Moody,SD,South Dakota,p38,SPP_North
31,3,Antelope,NE,Nebraska,p40,SPP_North
38,1,Adams,ND,North Dakota,p36,SPP_North
47,53,Gibson,TN,Tennessee,p92,SERTP
53,25,Grant,WA,Washington,p4,NorthernGrid_West
41,3,Benton,OR,Oregon,p5,NorthernGrid_West
48,259,Kendall,TX,Texas,p64,ERCOT
19,197,Wright,IA,Iowa,p45,MISO_North
19,59,Dickinson,IA,Iowa,p45,MISO_North
48,427,Starr,TX,Texas,p65,ERCOT
21,167,Mercer,KY,Kentucky,p109,PJM_East
53,35,Kitsap,WA,Washington,p1,NorthernGrid_West
40,85,Love,OK,Oklahoma,p50,SPP_South
32,27,Pershing,NV,Nevada,p12,NorthernGrid_South
36,119,Westchester,NY,New York,p127,NYISO
54,3,Berkeley,WV,West Virginia,p116,PJM_East
40,91,McIntosh,OK,Oklahoma,p50,SPP_South
25,15,Hampshire,MA,Massachusetts,p131,ISONE
33,5,Cheshire,NH,New Hampshire,p130,ISONE
48,167,Galveston,TX,Texas,p67,ERCOT
48,449,Titus,TX,Texas,p57,SPP_South
48,365,Panola,TX,Texas,p57,SPP_South
13,135,Gwinnett,GA,Georgia,p94,SERTP
29,153,Ozark,MO,Missouri,p55,SPP_South
6,67,Sacramento,CA,California,p9,CAISO
41,53,Polk,OR,Oregon,p5,NorthernGrid_West
13,75,Cook,GA,Georgia,p94,SERTP
4,5,Coconino,AZ,Arizona,p28,WestConnect_South
31,53,Dodge,NE,Nebraska,p41,SPP_North
47,3,Bedford,TN,Tennessee,p92,SERTP
55,21,Columbia,WI,Wisconsin,p76,MISO_North
26,131,Ontonagon,MI,Michigan,p74,MISO_North
48,493,Wilson,TX,Texas,p65,ERCOT
6,27,Inyo,CA,California,p10,CAISO
46,91,Marshall,SD,South Dakota,p38,SPP_North
26,157,Tuscola,MI,Michigan,p103,MISO_Central
36,103,Suffolk,NY,New York,p128,NYISO
40,101,Muskogee,OK,Oklahoma,p51,SPP_South
36,55,Monroe,NY,New York,p127,NYISO
54,53,Mason,WV,West Virginia,p117,PJM_East
37,83,Halifax,NC,North Carolina,p98,SERTP
55,89,Ozaukee,WI,Wisconsin,p79,MISO_North
38,19,Cavalier,ND,North Dakota,p37,MISO_North
22,65,Madison,LA,Louisiana,p86,MISO_South
46,85,Lyman,SD,South Dakota,p38,SPP_North
13,57,Cherokee,GA,Georgia,p94,SERTP
29,149,Oregon,MO,Missouri,p84,MISO_Central
13,43,Candler,GA,Georgia,p94,SERTP
30,53,Lincoln,MT,Montana,p17,NorthernGrid_East
27,49,Goodhue,MN,Minnesota,p43,MISO_North
13,199,Meriwether,GA,Georgia,p94,SERTP
29,169,Pulaski,MO,Missouri,p73,MISO_Central
19,189,Winnebago,IA,Iowa,p45,MISO_North
26,119,Montmorency,MI,Michigan,p103,MISO_Central
31,143,Polk,NE,Nebraska,p40,SPP_North
38,91,Steele,ND,North Dakota,p37,MISO_North
39,73,Hocking,OH,Ohio,p112,PJM_East
27,151,Swift,MN,Minnesota,p43,MISO_North
39,67,Harrison,OH,Ohio,p112,PJM_East
51,610,Falls Church,VA,Virginia,p99,PJM_East
18,125,Pike,IN,Indiana,p107,MISO_Central
42,99,Perry,PA,Pennsylvania,p122,PJM_East
22,13,Bienville,LA,Louisiana,p58,MISO_South
18,141,St. Joseph,IN,Indiana,p105,MISO_Central
40,1,Adair,OK,Oklahoma,p51,SPP_South
55,33,Dunn,WI,Wisconsin,p46,MISO_North
17,115,Macon,IL,Illinois,p83,MISO_Central
28,155,Webster,MS,Mississippi,p88,SERTP
29,209,Stone,MO,Missouri,p55,SPP_South
38,85,Sioux,ND,North Dakota,p36,SPP_North
46,19,Butte,SD,South Dakota,p32,WestConnect_North
26,55,Grand Traverse,MI,Michigan,p103,MISO_Central
38,101,Ward,ND,North Dakota,p37,MISO_North
26,103,Marquette,MI,Michigan,p74,MISO_North
1,95,Marshall,AL,Alabama,p89,SERTP
40,133,Seminole,OK,Oklahoma,p50,SPP_South
48,481,Wharton,TX,Texas,p65,ERCOT
55,47,Green Lake,WI,Wisconsin,p76,MISO_North
39,27,Clinton,OH,Ohio,p113,PJM_East
30,3,Big Horn,MT,Montana,p18,NorthernGrid_East
16,25,Camas,ID,Idaho,p15,NorthernGrid_East
18,61,Harrison,IN,Indiana,p107,MISO_Central
13,267,Tattnall,GA,Georgia,p94,SERTP
27,111,Otter Tail,MN,Minnesota,p43,MISO_North
40,19,Carter,OK,Oklahoma,p50,SPP_South
21,137,Lincoln,KY,Kentucky,p109,PJM_East
47,143,Rhea,TN,Tennessee,p92,SERTP
17,29,Coles,IL,Illinois,p83,MISO_Central
18,9,Blackford,IN,Indiana,p105,MISO_Central
27,23,Chippewa,MN,Minnesota,p44,MISO_North
16,35,Clearwater,ID,Idaho,p15,NorthernGrid_East
17,37,DeKalb,IL,Illinois,p80,PJM_West
48,279,Lamb,TX,Texas,p48,SPP_South
48,137,Edwards,TX,Texas,p64,ERCOT
19,145,Page,IA,Iowa,p45,MISO_North
13,11,Banks,GA,Georgia,p94,SERTP
22,17,Caddo,LA,Louisiana,p58,MISO_South
17,15,Carroll,IL,Illinois,p80,PJM_West
48,355,Nueces,TX,Texas,p65,ERCOT
13,139,Hall,GA,Georgia,p94,SERTP
19,89,Howard,IA,Iowa,p69,MISO_North
1,39,Covington,AL,Alabama,p90,SERTP
56,35,Sublette,WY,Wyoming,p21,NorthernGrid_East
48,437,Swisher,TX,Texas,p48,SPP_South
48,53,Burnet,TX,Texas,p64,ERCOT
56,25,Natrona,WY,Wyoming,p24,WestConnect_North
49,45,Tooele,UT,Utah,p25,NorthernGrid_South
37,123,Montgomery,NC,North Carolina,p98,SERTP
47,167,Tipton,TN,Tennessee,p92,SERTP
27,61,Itasca,MN,Minnesota,p43,MISO_North
18,111,Newton,IN,Indiana,p105,MISO_Central
51,750,Radford,VA,Virginia,p118,PJM_East
1,63,Greene,AL,Alabama,p89,SERTP
27,9,Benton,MN,Minnesota,p43,MISO_North
29,119,McDonald,MO,Missouri,p55,SPP_South
18,23,Clinton,IN,Indiana,p105,MISO_Central
34,27,Morris,NJ,New Jersey,p126,PJM_East
19,21,Buena Vista,IA,Iowa,p45,MISO_North
20,203,Wichita,KS,Kansas,p52,SPP_South
21,53,Clinton,KY,Kentucky,p93,SERTP
48,455,Trinity,TX,Texas,p66,MISO_South
48,3,Andrews,TX,Texas,p62,ERCOT
42,65,Jefferson,PA,Pennsylvania,p122,PJM_East
27,125,Red Lake,MN,Minnesota,p42,MISO_North
27,141,Sherburne,MN,Minnesota,p43,MISO_North
35,27,Lincoln,NM,New Mexico,p31,WestConnect_South
29,55,Crawford,MO,Missouri,p73,MISO_Central
29,103,Knox,MO,Missouri,p71,MISO_Central
18,151,Steuben,IN,Indiana,p105,MISO_Central
31,167,Stanton,NE,Nebraska,p40,SPP_North
48,407,San Jacinto,TX,Texas,p66,MISO_South
21,3,Allen,KY,Kentucky,p93,SERTP
1,51,Elmore,AL,Alabama,p90,SERTP
18,49,Fulton,IN,Indiana,p105,MISO_Central
55,59,Kenosha,WI,Wisconsin,p79,MISO_North
38,87,Slope,ND,North Dakota,p36,SPP_North
13,69,Coffee,GA,Georgia,p94,SERTP
26,67,Ionia,MI,Michigan,p103,MISO_Central
48,243,Jeff Davis,TX,Texas,p61,ERCOT
45,7,Anderson,SC,South Carolina,p95,SERTP
25,9,Essex,MA,Massachusetts,p131,ISONE
1,33,Colbert,AL,Alabama,p89,SERTP
48,409,San Patricio,TX,Texas,p65,ERCOT
29,187,St. Francois,MO,Missouri,p72,MISO_Central
37,75,Graham,NC,North Carolina,p97,SERTP
5,149,Yell,AR,Arkansas,p85,MISO_South
20,113,McPherson,KS,Kansas,p53,SPP_South
12,133,Washington,FL,Florida,p91,SERTP
49,11,Davis,UT,Utah,p25,NorthernGrid_South
28,13,Calhoun,MS,Mississippi,p88,SERTP
37,57,Davidson,NC,North Carolina,p97,SERTP
37,43,Clay,NC,North Carolina,p97,SERTP
27,79,Le Sueur,MN,Minnesota,p43,MISO_North
39,119,Muskingum,OH,Ohio,p112,PJM_East
48,305,Lynn,TX,Texas,p48,SPP_South
12,19,Clay,FL,Florida,p101,FRCC
24,31,Montgomery,MD,Maryland,p123,PJM_East
27,107,Norman,MN,Minnesota,p42,MISO_North
13,83,Dade,GA,Georgia,p94,SERTP
26,73,Isabella,MI,Michigan,p103,MISO_Central
27,161,Waseca,MN,Minnesota,p68,MISO_North
19,121,Madison,IA,Iowa,p70,MISO_North
12,1,Alachua,FL,Florida,p101,FRCC
8,7,Archuleta,CO,Colorado,p34,WestConnect_North
21,93,Hardin,KY,Kentucky,p109,PJM_East
30,105,Valley,MT,Montana,p19,NorthernGrid_East
55,95,Polk,WI,Wisconsin,p46,MISO_North
19,71,Fremont,IA,Iowa,p45,MISO_North
39,55,Geauga,OH,Ohio,p111,PJM_East
42,31,Clarion,PA,Pennsylvania,p122,PJM_East
39,103,Medina,OH,Ohio,p111,PJM_East
42,109,Snyder,PA,Pennsylvania,p122,PJM_East
26,27,Cass,MI,Michigan,p104,PJM_West
27,97,Morrison,MN,Minnesota,p43,MISO_North
37,135,Orange,NC,North Carolina,p98,SERTP
20,87,Jefferson,KS,Kansas,p53,SPP_South
48,93,Comanche,TX,Texas,p63,ERCOT
1,47,Dallas,AL,Alabama,p90,SERTP
27,129,Renville,MN,Minnesota,p44,MISO_North
28,17,Chickasaw,MS,Mississippi,p88,SERTP
29,181,Ripley,MO,Missouri,p84,MISO_Central
54,35,Jackson,WV,West Virginia,p116,PJM_East
18,129,Posey,IN,Indiana,p107,MISO_Central
50,11,Franklin,VT,Vermont,p129,ISONE
20,91,Johnson,KS,Kansas,p53,SPP_South
47,117,Marshall,TN,Tennessee,p92,SERTP
48,205,Hartley,TX,Texas,p48,SPP_South
39,169,Wayne,OH,Ohio,p112,PJM_East
47,179,Washington,TN,Tennessee,p92,SERTP
55,63,La Crosse,WI,Wisconsin,p46,MISO_North
5,131,Sebastian,AR,Arkansas,p56,SPP_South
54,25,Greenbrier,WV,West Virginia,p116,PJM_East
19,171,Tama,IA,Iowa,p70,MISO_North
29,73,Gasconade,MO,Missouri,p72,MISO_Central
18,97,Marion,IN,Indiana,p106,MISO_Central
29,67,Douglas,MO,Missouri,p55,SPP_South
31,35,Clay,NE,Nebraska,p40,SPP_North
51,700,Newport News,VA,Virginia,p99,PJM_East
41,35,Klamath,OR,Oregon,p6,NorthernGrid_West
20,85,Jackson,KS,Kansas,p53,SPP_South
21,205,Rowan,KY,Kentucky,p109,PJM_East
55,39,Fond du Lac,WI,Wisconsin,p76,MISO_North
51,133,Northumberland,VA,Virginia,p99,PJM_East
31,25,Cass,NE,Nebraska,p41,SPP_North
53,3,Asotin,WA,Washington,p2,NorthernGrid_West
19,163,Scott,IA,Iowa,p70,MISO_North
41,25,Harney,OR,Oregon,p7,NorthernGrid_West
48,465,Val Verde,TX,Texas,p61,ERCOT
45,5,Allendale,SC,South Carolina,p96,SERTP
51,19,Bedford,VA,Virginia,p118,PJM_East
31,179,Wayne,NE,Nebraska,p40,SPP_North
13,45,Carroll,GA,Georgia,p94,SERTP
18,107,Montgomery,IN,Indiana,p105,MISO_Central
51,1,Accomack,VA,Virginia,p124,PJM_East
35,55,Taos,NM,New Mexico,p31,WestConnect_South
18,161,Union,IN,Indiana,p107,MISO_Central
29,27,Callaway,MO,Missouri,p72,MISO_Central
31,117,McPherson,NE,Nebraska,p40,SPP_North
1,59,Franklin,AL,Alabama,p89,SERTP
48,105,Crockett,TX,Texas,p61,ERCOT
55,51,Iron,WI,Wisconsin,p46,MISO_North
20,101,Lane,KS,Kansas,p52,SPP_South
18,79,Jennings,IN,Indiana,p107,MISO_Central
28,159,Winston,MS,Mississippi,p88,SERTP
51,177,Spotsylvania,VA,Virginia,p99,PJM_East
25,23,Plymouth,MA,Massachusetts,p131,ISONE
48,295,Lipscomb,TX,Texas,p48,SPP_South
47,35,Cumberland,TN,Tennessee,p92,SERTP
30,93,Silver Bow,MT,Montana,p17,NorthernGrid_East
21,105,Hickman,KY,Kentucky,p93,SERTP
8,5,Arapahoe,CO,Colorado,p33,WestConnect_North
47,25,Claiborne,TN,Tennessee,p92,SERTP
53,53,Pierce,WA,Washington,p1,NorthernGrid_West
5,103,Ouachita,AR,Arkansas,p85,MISO_South
55,71,Manitowoc,WI,Wisconsin,p75,MISO_North
5,55,Greene,AR,Arkansas,p85,MISO_South
19,95,Iowa,IA,Iowa,p70,MISO_North
51,101,King William,VA,Virginia,p99,PJM_East
28,99,Neshoba,MS,Mississippi,p88,SERTP
27,15,Brown,MN,Minnesota,p68,MISO_North
27,37,Dakota,MN,Minnesota,p43,MISO_North
8,41,El Paso,CO,Colorado,p34,WestConnect_North
54,93,Tucker,WV,West Virginia,p116,PJM_East
20,1,Allen,KS,Kansas,p53,SPP_South
17,111,McHenry,IL,Illinois,p80,PJM_West
37,69,Franklin,NC,North Carolina,p98,SERTP
27,29,Clearwater,MN,Minnesota,p42,MISO_North
17,23,Clark,IL,Illinois,p83,MISO_Central
48,405,San Augustine,TX,Texas,p66,MISO_South
31,93,Howard,NE,Nebraska,p40,SPP_North
39,153,Summit,OH,Ohio,p111,PJM_East
20,177,Shawnee,KS,Kansas,p53,SPP_South
16,53,Jerome,ID,Idaho,p15,NorthernGrid_East
12,87,Monroe,FL,Florida,p101,FRCC
13,321,Worth,GA,Georgia,p94,SERTP
13,123,Gilmer,GA,Georgia,p94,SERTP
48,253,Jones,TX,Texas,p60,ERCOT
27,115,Pine,MN,Minnesota,p43,MISO_North
22,31,De Soto,LA,Louisiana,p58,MISO_South
22,109,Terrebonne,LA,Louisiana,p58,MISO_South
5,119,Pulaski,AR,Arkansas,p85,MISO_South
12,113,Santa Rosa,FL,Florida,p91,SERTP
48,353,Nolan,TX,Texas,p60,ERCOT
45,41,Florence,SC,South Carolina,p96,SERTP
51,91,Highland,VA,Virginia,p99,PJM_East
55,121,Trempealeau,WI,Wisconsin,p46,MISO_North
37,139,Pasquotank,NC,North Carolina,p98,SERTP
20,19,Chautauqua,KS,Kansas,p53,SPP_South
30,35,Glacier,MT,Montana,p18,NorthernGrid_East
17,191,Wayne,IL,Illinois,p81,MISO_Central
17,151,Pope,IL,Illinois,p81,MISO_Central
20,133,Neosho,KS,Kansas,p53,SPP_South
17,49,Effingham,IL,Illinois,p83,MISO_Central
51,85,Hanover,VA,Virginia,p99,PJM_East
